"REF_DATE","GEO","DGUID","Type of dwelling","Energy type","Energy consumption","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Canada","2016A000011124","Row or terrace","Natural gas","Proportion of total energy","Percent","239","units","0","v101904445","1.3.3.3","60.0","","","","1"
"2011","Canada","2016A000011124","Row or terrace","Natural gas","Number of households","Number","223","units","0","v101904446","1.3.3.4","555292","","","","0"
"2011","Canada","2016A000011124","Row or terrace","Heating oil","Gigajoules","Gigajoules","143","units","0","v101904447","1.3.4.1","","F","","","0"
"2011","Canada","2016A000011124","Row or terrace","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v101904448","1.3.4.2","","F","","","1"
"2011","Canada","2016A000011124","Row or terrace","Heating oil","Proportion of total energy","Percent","239","units","0","v101904449","1.3.4.3","","F","","","1"
"2011","Canada","2016A000011124","Row or terrace","Heating oil","Number of households","Number","223","units","0","v101904450","1.3.4.4","","F","","","0"
"2011","Canada","2016A000011124","Duplex","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v101904451","1.4.1.1","36935169","","","","0"
"2011","Canada","2016A000011124","Duplex","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v101904452","1.4.1.2","74.9","","","","1"
"2011","Canada","2016A000011124","Duplex","Total, all energy types","Number of households","Number","223","units","0","v101904453","1.4.1.4","493224","","","","0"
"2011","Canada","2016A000011124","Duplex","Electricity","Gigajoules","Gigajoules","143","units","0","v101904454","1.4.2.1","22761972","","","","0"
"2011","Canada","2016A000011124","Duplex","Electricity","Gigajoules per household","Gigajoules","143","units","0","v101904455","1.4.2.2","46.1","","","","1"
"2011","Canada","2016A000011124","Duplex","Electricity","Proportion of total energy","Percent","239","units","0","v101904456","1.4.2.3","61.6","","","","1"
"2011","Canada","2016A000011124","Duplex","Electricity","Number of households","Number","223","units","0","v101904457","1.4.2.4","493224","","","","0"
"2011","Canada","2016A000011124","Duplex","Natural gas","Gigajoules","Gigajoules","143","units","0","v101904458","1.4.3.1","11704560","","","","0"
"2011","Canada","2016A000011124","Duplex","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v101904459","1.4.3.2","71.7","","","","1"
"2011","Canada","2016A000011124","Duplex","Natural gas","Proportion of total energy","Percent","239","units","0","v101904460","1.4.3.3","31.7","","","","1"
"2011","Canada","2016A000011124","Duplex","Natural gas","Number of households","Number","223","units","0","v101904461","1.4.3.4","163200","","","","0"
"2011","Canada","2016A000011124","Duplex","Heating oil","Gigajoules","Gigajoules","143","units","0","v101904462","1.4.4.1","2468637","E","","","0"
"2011","Canada","2016A000011124","Duplex","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v101904463","1.4.4.2","51.3","E","","","1"
"2011","Canada","2016A000011124","Duplex","Heating oil","Proportion of total energy","Percent","239","units","0","v101904464","1.4.4.3","6.7","E","","","1"
"2011","Canada","2016A000011124","Duplex","Heating oil","Number of households","Number","223","units","0","v101904465","1.4.4.4","48090","E","","","0"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v101904466","1.5.1.1","78653107","","","","0"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v101904467","1.5.1.2","38.2","","","","1"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Total, all energy types","Number of households","Number","223","units","0","v101904468","1.5.1.4","2059493","","","","0"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Electricity","Gigajoules","Gigajoules","143","units","0","v101904469","1.5.2.1","54710742","","","","0"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Electricity","Gigajoules per household","Gigajoules","143","units","0","v101904470","1.5.2.2","26.6","","","","1"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Electricity","Proportion of total energy","Percent","239","units","0","v101904471","1.5.2.3","69.6","","","","1"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Electricity","Number of households","Number","223","units","0","v101904472","1.5.2.4","2059493","","","","0"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Natural gas","Gigajoules","Gigajoules","143","units","0","v101904473","1.5.3.1","19323026","","","","0"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v101904474","1.5.3.2","42.8","","","","1"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Natural gas","Proportion of total energy","Percent","239","units","0","v101904475","1.5.3.3","24.6","","","","1"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Natural gas","Number of households","Number","223","units","0","v101904476","1.5.3.4","451369","","","","0"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Heating oil","Gigajoules","Gigajoules","143","units","0","v101904477","1.5.4.1","4619339","E","","","0"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v101904478","1.5.4.2","64.3","","","","1"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Heating oil","Proportion of total energy","Percent","239","units","0","v101904479","1.5.4.3","5.9","E","","","1"
"2011","Canada","2016A000011124","Low-rise apartment (fewer than 5 stories)","Heating oil","Number of households","Number","223","units","0","v101904480","1.5.4.4","71798","E","","","0"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v101904481","1.6.1.1","45471160","","","","0"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v101904482","1.6.1.2","44.2","","","","1"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Total, all energy types","Number of households","Number","223","units","0","v101904483","1.6.1.4","1029120","","","","0"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Electricity","Gigajoules","Gigajoules","143","units","0","v101904484","1.6.2.1","26089191","","","","0"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Electricity","Gigajoules per household","Gigajoules","143","units","0","v101904485","1.6.2.2","25.4","","","","1"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Electricity","Proportion of total energy","Percent","239","units","0","v101904486","1.6.2.3","57.4","","","","1"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Electricity","Number of households","Number","223","units","0","v101904487","1.6.2.4","1029120","","","","0"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Natural gas","Gigajoules","Gigajoules","143","units","0","v101904488","1.6.3.1","19073648","E","","","0"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v101904489","1.6.3.2","69.1","","","","1"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Natural gas","Proportion of total energy","Percent","239","units","0","v101904490","1.6.3.3","41.9","","","","1"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Natural gas","Number of households","Number","223","units","0","v101904491","1.6.3.4","275882","E","","","0"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Heating oil","Gigajoules","Gigajoules","143","units","0","v101904492","1.6.4.1","","F","","","0"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v101904493","1.6.4.2","","F","","","1"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Heating oil","Proportion of total energy","Percent","239","units","0","v101904494","1.6.4.3","","F","","","1"
"2011","Canada","2016A000011124","High-rise apartment (5 stories or more)","Heating oil","Number of households","Number","223","units","0","v101904495","1.6.4.4","","F","","","0"
"2011","Canada","2016A000011124","Mobile home","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v101904496","1.7.1.1","13889109","E","","","0"
"2011","Canada","2016A000011124","Mobile home","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v101904497","1.7.1.2","94.3","","","","1"
"2011","Canada","2016A000011124","Mobile home","Total, all energy types","Number of households","Number","223","units","0","v101904498","1.7.1.4","147329","E","","","0"
"2011","Canada","2016A000011124","Mobile home","Electricity","Gigajoules","Gigajoules","143","units","0","v101904499","1.7.2.1","4973207","E","","","0"
"2011","Canada","2016A000011124","Mobile home","Electricity","Gigajoules per household","Gigajoules","143","units","0","v101904500","1.7.2.2","33.8","","","","1"
"2011","Canada","2016A000011124","Mobile home","Electricity","Proportion of total energy","Percent","239","units","0","v101904501","1.7.2.3","35.8","","","","1"
"2011","Canada","2016A000011124","Mobile home","Electricity","Number of households","Number","223","units","0","v101904502","1.7.2.4","147329","E","","","0"
"2011","Canada","2016A000011124","Mobile home","Natural gas","Gigajoules","Gigajoules","143","units","0","v101904503","1.7.3.1","7946140","E","","","0"
"2011","Canada","2016A000011124","Mobile home","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v101904504","1.7.3.2","83.5","","","","1"
"2011","Canada","2016A000011124","Mobile home","Natural gas","Proportion of total energy","Percent","239","units","0","v101904505","1.7.3.3","57.2","","","","1"
"2011","Canada","2016A000011124","Mobile home","Natural gas","Number of households","Number","223","units","0","v101904506","1.7.3.4","95143","E","","","0"
"2011","Canada","2016A000011124","Mobile home","Heating oil","Gigajoules","Gigajoules","143","units","0","v101904507","1.7.4.1","","F","","","0"
"2011","Canada","2016A000011124","Mobile home","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v101904508","1.7.4.2","","F","","","1"
"2011","Canada","2016A000011124","Mobile home","Heating oil","Proportion of total energy","Percent","239","units","0","v101904509","1.7.4.3","","F","","","1"
"2011","Canada","2016A000011124","Mobile home","Heating oil","Number of households","Number","223","units","0","v101904510","1.7.4.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105818702","2.1.1.1","15371165","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105818703","2.1.1.2","93.7","","","","1"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Total, all energy types","Number of households","Number","223","units","0","v105818705","2.1.1.4","164067","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Electricity","Gigajoules","Gigajoules","143","units","0","v105818706","2.1.2.1","11934482","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105818707","2.1.2.2","72.7","","","","1"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Electricity","Proportion of total energy","Percent","239","units","0","v105818708","2.1.2.3","77.6","","","","1"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Electricity","Number of households","Number","223","units","0","v105818709","2.1.2.4","164067","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Natural gas","Gigajoules","Gigajoules","143","units","0","v105818710","2.1.3.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105818711","2.1.3.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Natural gas","Proportion of total energy","Percent","239","units","0","v105818712","2.1.3.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Natural gas","Number of households","Number","223","units","0","v105818713","2.1.3.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Heating oil","Gigajoules","Gigajoules","143","units","0","v105818714","2.1.4.1","3341202","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105818715","2.1.4.2","67.2","","","","1"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Heating oil","Proportion of total energy","Percent","239","units","0","v105818716","2.1.4.3","21.7","","","","1"
"2011","Newfoundland and Labrador","2016A000210","Single-detached","Heating oil","Number of households","Number","223","units","0","v105818717","2.1.4.4","49721","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Double","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105818718","2.2.1.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Double","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105818719","2.2.1.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Double","Total, all energy types","Number of households","Number","223","units","0","v105818721","2.2.1.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Double","Electricity","Gigajoules","Gigajoules","143","units","0","v105818722","2.2.2.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Double","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105818723","2.2.2.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Double","Electricity","Proportion of total energy","Percent","239","units","0","v105818724","2.2.2.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Double","Electricity","Number of households","Number","223","units","0","v105818725","2.2.2.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Double","Natural gas","Gigajoules","Gigajoules","143","units","0","v105818726","2.2.3.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Double","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105818727","2.2.3.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Double","Natural gas","Proportion of total energy","Percent","239","units","0","v105818728","2.2.3.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Double","Natural gas","Number of households","Number","223","units","0","v105818729","2.2.3.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Double","Heating oil","Gigajoules","Gigajoules","143","units","0","v105818730","2.2.4.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Double","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105818731","2.2.4.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Double","Heating oil","Proportion of total energy","Percent","239","units","0","v105818732","2.2.4.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Double","Heating oil","Number of households","Number","223","units","0","v105818733","2.2.4.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105818734","2.3.1.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105818735","2.3.1.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Total, all energy types","Number of households","Number","223","units","0","v105818737","2.3.1.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Electricity","Gigajoules","Gigajoules","143","units","0","v105818738","2.3.2.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105818739","2.3.2.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Electricity","Proportion of total energy","Percent","239","units","0","v105818740","2.3.2.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Electricity","Number of households","Number","223","units","0","v105818741","2.3.2.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Natural gas","Gigajoules","Gigajoules","143","units","0","v105818742","2.3.3.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105818743","2.3.3.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Natural gas","Proportion of total energy","Percent","239","units","0","v105818744","2.3.3.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Natural gas","Number of households","Number","223","units","0","v105818745","2.3.3.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Heating oil","Gigajoules","Gigajoules","143","units","0","v105818746","2.3.4.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105818747","2.3.4.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Heating oil","Proportion of total energy","Percent","239","units","0","v105818748","2.3.4.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Row or terrace","Heating oil","Number of households","Number","223","units","0","v105818749","2.3.4.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105818750","2.4.1.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105818751","2.4.1.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Total, all energy types","Number of households","Number","223","units","0","v105818753","2.4.1.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Electricity","Gigajoules","Gigajoules","143","units","0","v105818754","2.4.2.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105818755","2.4.2.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Electricity","Proportion of total energy","Percent","239","units","0","v105818756","2.4.2.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Electricity","Number of households","Number","223","units","0","v105818757","2.4.2.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Natural gas","Gigajoules","Gigajoules","143","units","0","v105818758","2.4.3.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105818759","2.4.3.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Natural gas","Proportion of total energy","Percent","239","units","0","v105818760","2.4.3.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Natural gas","Number of households","Number","223","units","0","v105818761","2.4.3.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Heating oil","Gigajoules","Gigajoules","143","units","0","v105818762","2.4.4.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105818763","2.4.4.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Heating oil","Proportion of total energy","Percent","239","units","0","v105818764","2.4.4.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Duplex","Heating oil","Number of households","Number","223","units","0","v105818765","2.4.4.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105818766","2.5.1.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105818767","2.5.1.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Total, all energy types","Number of households","Number","223","units","0","v105818769","2.5.1.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Electricity","Gigajoules","Gigajoules","143","units","0","v105818770","2.5.2.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105818771","2.5.2.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Electricity","Proportion of total energy","Percent","239","units","0","v105818772","2.5.2.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Electricity","Number of households","Number","223","units","0","v105818773","2.5.2.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Natural gas","Gigajoules","Gigajoules","143","units","0","v105818774","2.5.3.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105818775","2.5.3.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Natural gas","Proportion of total energy","Percent","239","units","0","v105818776","2.5.3.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Natural gas","Number of households","Number","223","units","0","v105818777","2.5.3.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Heating oil","Gigajoules","Gigajoules","143","units","0","v105818778","2.5.4.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105818779","2.5.4.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Heating oil","Proportion of total energy","Percent","239","units","0","v105818780","2.5.4.3","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","Low-rise apartment (fewer than 5 stories)","Heating oil","Number of households","Number","223","units","0","v105818781","2.5.4.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","High-rise apartment (5 stories or more)","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105818782","2.6.1.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","High-rise apartment (5 stories or more)","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105818783","2.6.1.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","High-rise apartment (5 stories or more)","Total, all energy types","Number of households","Number","223","units","0","v105818785","2.6.1.4","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","High-rise apartment (5 stories or more)","Electricity","Gigajoules","Gigajoules","143","units","0","v105818786","2.6.2.1","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","High-rise apartment (5 stories or more)","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105818787","2.6.2.2","","F","","","1"
"2011","Newfoundland and Labrador","2016A000210","High-rise apartment (5 stories or more)","Electricity","Proportion of total energy","Percent","239","units","0","v105818788","2.6.2.3","","F","","","1"
